City,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Label
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Chocolato - Saint-Jean,46.8129302,-71.212402,Ice Cream Parlor,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Le Continental,46.811893622385234,-71.20693624019623,Steakhouse,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Paillard,46.813850332938145,-71.21085157266452,Bakery,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Promenade des Gouverneurs,46.804503388454584,-71.2086818368632,Scenic Lookout,Landmarks and Outdoors
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Aux Anciens Canadiens,46.81171634489787,-71.20730454529166,French Restaurant,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Buvette Scott,46.80933569617652,-71.2211745397477,Bistro,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Le Louis Hébert,46.80674870184566,-71.21610498783402,French Restaurant,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Erico CHOCO-MUSÉE,46.8102992552379,-71.21950709193074,Dessert Shop,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,1608,46.81179449489869,-71.2055253982544,Hotel Bar,Bar
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Delta Hotels by Marriott Quebec,46.8094294,-71.2178253,Hotel,Travel and Transportation
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Hôtel du Capitole de Québec,46.812828248957246,-71.21398530857958,Hotel,Travel and Transportation
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Fairmont Le Château Frontenac,46.81194694552405,-71.20516133502079,Hotel,Travel and Transportation
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Le Moine Échanson,46.80990824384575,-71.21996832020744,Restaurant,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Bistro L'Atelier / Tartares & Cocktails,46.806448,-71.216726,Restaurant,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Hotel Acadia,46.8112746857693,-71.20988875527954,Bed and Breakfast,Travel and Transportation
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Saint-Alexandre Pub,46.813618,-71.210997,Pub,Bar
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Sapristi,46.812904102921046,-71.21267382825583,Gastropub,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,BEclub Bistro Bar,46.81385823949182,-71.21137590663416,Gastropub,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Le Sacrilège,46.80921988188665,-71.22178583416621,Bar,Bar
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Le Billig,46.809409,-71.221205,French Restaurant,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Terrasse Dufferin,46.8118070108958,-71.20440698827056,Plaza,Landmarks and Outdoors
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Hôtel du Vieux-Québec,46.81460222780815,-71.20961842631527,Hotel,Travel and Transportation
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Plaines d'Abraham,46.80405075582456,-71.21866359547954,Park,Landmarks and Outdoors
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Jardin Jeanne d'Arc,46.80393658939429,-71.21744803473486,Park,Landmarks and Outdoors
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Hotel Manoir Victoria,46.81419976932041,-71.21091624453854,Hotel,Travel and Transportation
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Festival D'Été De Québec - Scène Bell Plaines D'abraham,46.8070902266263,-71.21351068351221,Music Venue,Arts and Entertainment
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,La Piazzetta Saint-Jean,46.8105379023148,-71.21851208460008,Pizzeria,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Les 3 Tours - Boutique médiévale,46.81385726715545,-71.21048027989724,Clothing Store,Retail
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,J.A. Moisan,46.81061238792311,-71.21885740028381,Grocery Store,Food and Beverage Retail
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,La Maison Smith,46.81335360515684,-71.20765873640076,Café,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Le Chic Shack,46.812953683086995,-71.20539217212804,Fast Food Restaurant,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Quartier Petit-Champlain,46.81210738181968,-71.20360009736501,Neighborhood,Landmarks and Outdoors
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Escalier Frontenac,46.812753998712246,-71.20457117150653,Park,Landmarks and Outdoors
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Le Projet,46.80901100546956,-71.22236350709949,Pub,Bar
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Ophelia,46.80657704764233,-71.2165563924872,Seafood Restaurant,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Mille et une pizzas,46.81632814269714,-71.2138608875266,Pizzeria,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Observatoire de la Capitale,46.80789327675728,-71.21792464216402,Arts and Entertainment,Arts and Entertainment
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Place de l'Hôtel-de-Ville,46.81368212639616,-71.20774734537355,Plaza,Landmarks and Outdoors
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Le Hobbit,46.81063716748868,-71.21860801521211,French Restaurant,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Le Petit Coin Latin,46.81271158878152,-71.21219654469749,French Restaurant,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Baguette et Chocolat,46.81436586126773,-71.20792034912044,Café,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Starbucks,46.806904,-71.215893,Coffee Shop,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Place Québec,46.81116682454333,-71.21635924882628,Structure,Landmarks and Outdoors
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Parc Montmorency,46.81364560275249,-71.20463084109285,Park,Landmarks and Outdoors
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Au Petit Coin Breton,46.81316355183347,-71.21218333916573,Creperie,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Grand Théâtre de Québec,46.8065090723019,-71.2214557176292,Performing Arts Venue,Arts and Entertainment
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Restaurant La Grolla,46.81254526077336,-71.21772311750017,Swiss Restaurant,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,La Maison Simons,46.814408,-71.207246,Clothing Store,Retail
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Cochon Dingue Rue Saint-Jean,46.8131151,-71.2126578,Restaurant,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Mary's Popcorn Shop,46.81293234083114,-71.20366408484043,Snack Place,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Saint-Henri Micro-Torréfacteur Québec,46.816049632963846,-71.21813648315874,Coffee Shop,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Le Lapin Sauté,46.81194147,-71.20367112,French Restaurant,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Cochon Dingue Champlain,46.8115192,-71.2034035,French Restaurant,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Entree de la citadelle,46.80777554075827,-71.20807997358995,Government Building,Community and Government
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Les Voûtes de Napoléon,46.80680612584097,-71.21615351628003,Bar,Bar
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Entrecôte Saint-Jean,46.813634,-71.211234,Steakhouse,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Hôtel Clarendon,46.81317745315409,-71.20764533695106,Hotel,Travel and Transportation
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Un Thé Au Sahara,46.812883339834386,-71.21184457408245,Moroccan Restaurant,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Café La Maison Smith,46.814187516843106,-71.2102342803869,Café,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Restaurant Légende,46.81695515807001,-71.21001585339016,Restaurant,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Café Félin Ma Langue Aux Chats,46.81667005947044,-71.21166408693928,Pet Café,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Place Royale,46.813139082773155,-71.2028263001834,Plaza,Landmarks and Outdoors
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Chez Temporel,46.81521286654657,-71.20822205167734,Café,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Auberge Place d'Armes,46.81310703834381,-71.20656552304833,Hotel,Travel and Transportation
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Queues De Castor,46.81202955054153,-71.20306337379449,Dessert Shop,Dining and Lunching
Quebec City,Quebec Provincial Government,46.80931462700005,-71.21302299299998,Le Capitole  (Salle),46.81331725227038,-71.21435986351878,Concert Hall,Arts and Entertainment
Quebec City,Clermont,47.69060800000005,-70.21937799999995,Parc national des Grands-Jardins,47.68755040904666,-70.21087357214901,Hiking Trail,Landmarks and Outdoors
Quebec City,Clermont,47.69060800000005,-70.21937799999995,Iga Clermont,47.69098430172353,-70.22466760986397,Grocery Store,Food and Beverage Retail
Quebec City,Clermont,47.69060800000005,-70.21937799999995,Shell,47.69158645871633,-70.22707541910084,Fuel Station,Travel and Transportation
Quebec City,Clermont,47.69060800000005,-70.21937799999995,Couche-Tard,47.69082119130262,-70.22000862027616,Convenience Store,Retail
Quebec City,Clermont,47.69060800000005,-70.21937799999995,Taxi T la Malbaie,47.69051076703972,-70.20668330487801,Taxi Stand,Travel and Transportation
Quebec City,La Malbaie,47.65694400000007,-70.15138899999994,Pains d'exclamation,47.65277586941124,-70.15005312049071,Bakery,Dining and Lunching
Quebec City,La Malbaie,47.65694400000007,-70.15138899999994,Parc du Quai Casgrain,47.652244922509354,-70.14901357496834,Park,Landmarks and Outdoors
Quebec City,La Malbaie,47.65694400000007,-70.15138899999994,Subway,47.65819656943384,-70.15471829639836,Sandwich Spot,Dining and Lunching
Quebec City,La Malbaie,47.65694400000007,-70.15138899999994,Petro-Canada,47.65959163528757,-70.15556619171923,Fuel Station,Travel and Transportation
Quebec City,La Malbaie,47.65694400000007,-70.15138899999994,McDonald's,47.656844468333944,-70.15250021179739,Fast Food Restaurant,Dining and Lunching
Quebec City,La Malbaie,47.65694400000007,-70.15138899999994,Toujours Mikes,47.65708299438103,-70.15319867279143,Restaurant,Dining and Lunching
Quebec City,Saint-Georges Northwest,46.12271400000003,-70.67015099999998,Hotel Le Georgesville,46.122110709383406,-70.67070698237946,Hotel,Travel and Transportation
Quebec City,Saint-Georges Northwest,46.12271400000003,-70.67015099999998,Rock Cafe,46.1202404269772,-70.67277641275996,Coffee Shop,Dining and Lunching
Quebec City,Saint-Georges Northwest,46.12271400000003,-70.67015099999998,pub rock café,46.12012590319918,-70.67268233685178,Gastropub,Dining and Lunching
Quebec City,Saint-Georges Northwest,46.12271400000003,-70.67015099999998,Pharmacie Jean Coutu,46.1217401883115,-70.67605502578795,Pharmacy,Retail
Quebec City,Saint-Georges Northwest,46.12271400000003,-70.67015099999998,La Société Microbrasserie,46.121331016719616,-70.67415957750221,Brewery,Dining and Lunching
Quebec City,Saint-Georges Northwest,46.12271400000003,-70.67015099999998,IGA Rodrigue et Filles,46.11461187258786,-70.67565612961816,Grocery Store,Food and Beverage Retail
Quebec City,Saint-Georges Northwest,46.12271400000003,-70.67015099999998,Subway,46.11656434817614,-70.67833203728823,Sandwich Spot,Dining and Lunching
Quebec City,Saint-Georges Northwest,46.12271400000003,-70.67015099999998,Mondo resto bar,46.12167197893809,-70.6739524038507,American Restaurant,Dining and Lunching
Quebec City,Saint-Georges Northwest,46.12271400000003,-70.67015099999998,Cinéma Centre-ville,46.12253612679484,-70.67563690188251,Movie Theater,Arts and Entertainment
Quebec City,Saint-Georges Northwest,46.12271400000003,-70.67015099999998,Centre sportif Lacroix Dutil,46.12358913764039,-70.68069296657387,Hockey Stadium,Arts and Entertainment
Quebec City,Saint-Georges Northwest,46.12271400000003,-70.67015099999998,Baril Gril,46.116856846438075,-70.67974174257054,American Restaurant,Dining and Lunching
Quebec City,Lévis South,46.699333,-71.301231,Quebec City KOA Holiday,46.69944552992272,-71.30136668260064,Campground,Landmarks and Outdoors
Quebec City,Lévis South,46.699333,-71.301231,Halte Routière 24h,46.6976681766794,-71.29996168804524,Rest Area,Travel and Transportation
Quebec City,Lévis South,46.699333,-71.301231,St Hubert St Nicolas,46.69749640616518,-71.30080873307989,Restaurant,Dining and Lunching
Quebec City,Lévis South,46.699333,-71.301231,Tourisme Chaudière-Appalaches,46.698069256629466,-71.29920946210872,Travel and Transportation,Travel and Transportation
Quebec City,Lévis South,46.699333,-71.301231,PPS Canada,46.69170694908409,-71.3008709162764,Toy Store,Retail
Quebec City,West Jonquière,48.37224865500008,-71.13058857099998,Multi-Coupe,48.368729178302786,-71.13554484183719,Clothing Store,Retail
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Le Temps d'une Pinte,46.34149983096667,-72.54055454913592,Brewery,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Le Sacristain,46.34383658932847,-72.54131489697544,Sandwich Spot,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Café Morgane,46.34243526296383,-72.54396442398583,Coffee Shop,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Parc portuaire de Trois-Rivières,46.341803534329266,-72.53828995186639,Harbor or Marina,Landmarks and Outdoors
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Boulangerie Le Panetier,46.346543325119875,-72.54488886135694,Bakery,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Bureau d'information touristique,46.34149983096667,-72.54055454913592,Tourist Information and Service,Travel and Transportation
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Café Frida,46.34134369193045,-72.53912356863428,Vegan and Vegetarian Restaurant,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Café Morgane,46.34188425024545,-72.54060177784493,Coffee Shop,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Suite Soixante,46.34179481736984,-72.53971914053764,Art Gallery,Arts and Entertainment
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Les Ailes Piquantes Buffalo,46.341992687947304,-72.5425801225096,Wings Joint,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Le Manoir Du Spaghetti,46.34389324630101,-72.5413647028302,Fast Food Restaurant,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Restaurant Poivre Noir,46.341586259455525,-72.53784402303711,French Restaurant,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Au Four à Bois,46.344925856677065,-72.54107814061723,Restaurant,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Restaurant Le Rouge Vin,46.34424809412134,-72.54028329110932,Restaurant,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,La P'tite Grenouille,46.34217118207362,-72.5419408615449,Bar,Bar
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Le Pot - Papilles et Cocktails,46.34233475370137,-72.54268178698281,Cocktail Bar,Bar
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Le Trèfle,46.342188471942315,-72.54315470946571,Pub,Bar
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Salle J.-Antonio-Thompson,46.34244059861809,-72.54347149685506,Theater,Arts and Entertainment
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Le Buck : Pub Gastronomique,46.3439924390208,-72.53747096722388,Gastropub,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Sushizo,46.343409078102184,-72.54382529818777,Sushi Restaurant,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Le Steak Frites St-Paul,46.34184934623312,-72.53996610960405,Steakhouse,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Embuscade Café - Galerie,46.34102528342844,-72.54212777821245,Bar,Bar
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Vieille Prison de Trois-Rivières,46.34511498378518,-72.5394529207131,History Museum,Arts and Entertainment
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Musée Québécois de culture populaire,46.34488090584795,-72.53994383693687,History Museum,Arts and Entertainment
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Le Temple,46.342227837919026,-72.54199066635303,Night Club,Arts and Entertainment
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Le Bureau De Poste,46.341937098551576,-72.54243173296749,Bistro,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Hotel Gouverneur,46.34452925346518,-72.5407294968838,Hotel,Travel and Transportation
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,SAQ,46.342064262077706,-72.54124974579041,Liquor Store,Food and Beverage Retail
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Musée des Ursulines,46.344351492034875,-72.53599516933633,Museum,Arts and Entertainment
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Amphithéâtre Cogeco,46.34685354561316,-72.53202379374855,Concert Hall,Arts and Entertainment
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Nord-Ouest Café,46.34171797055962,-72.54065658608056,Pub,Bar
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Presse Café,46.341883640668456,-72.54208617568239,Sandwich Spot,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Nys Pâtissier,46.34155755146891,-72.54050576811322,Bakery,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Le Grill,46.34227489908863,-72.54292773611667,Steakhouse,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Subway,46.34183124720041,-72.54164203543806,Sandwich Spot,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Bravo Pizzeria,46.34119951205031,-72.54188285977654,Pizzeria,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Pharmacie Jean Coutu,46.340873551574376,-72.54557712217557,Pharmacy,Retail
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Delta Trois-Rivières et Centre des congrès,46.34018596806833,-72.54194649445881,Hotel,Travel and Transportation
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Le FestiVoix de Trois-Rivières,46.334752988623094,-72.54566965262141,Music Venue,Arts and Entertainment
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Shell,46.346512274170536,-72.54247277953995,Fuel Station,Travel and Transportation
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Resto-Bar Faste Fou,46.34174241486024,-72.53927500505375,Pizzeria,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Coco Tango,46.340479112861615,-72.54503130615548,Breakfast Spot,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Angeline Bar Ristorante,46.34193923047144,-72.54223456455728,Italian Restaurant,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,IGA,46.34270420113496,-72.5560448919209,Grocery Store,Food and Beverage Retail
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Restaurant Aqua,46.342277031834634,-72.54273056612108,Seafood Restaurant,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Petro-Canada,46.34317600663698,-72.54949252708214,Fuel Station,Travel and Transportation
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,La Crème Glacée,46.341796944635966,-72.53952197316713,Ice Cream Parlor,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Matteau électronique,46.336909994047694,-72.5471679044061,Electronics Store,Retail
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,La Poutinerie,46.33879427152356,-72.55270591214514,Poutine Restaurant,Dining and Lunching
Quebec City,Trois-Rivières East,46.34311100000008,-72.54331999999994,Le Bucafin,46.35085142152387,-72.54847786475376,Café,Dining and Lunching
Quebec City,Beauport North,46.92135873600006,-71.21336529899997,Saumonlacontario.com Guide de pèche,46.91952962929636,-71.20517067310924,Travel Agency,Travel and Transportation
Quebec City,Loretteville South,46.84203630500008,-71.35761041399996,Pâtisserie à L'Européenne,46.838599971009394,-71.35922172325198,Bakery,Dining and Lunching
Quebec City,Loretteville South,46.84203630500008,-71.35761041399996,Chez Ashton,46.83469795389409,-71.35501010034614,Fast Food Restaurant,Dining and Lunching
